"title","authors","pubyear","sourcepub","review_round","reviewer","doublerev","reviewer_notes","outsidereviewer","outsidereviewer_notes","exclusion_id","exclusion_reason","fullquestion"
"Defaunation leads to interaction deficits, not interaction compensation, in an island seed dispersal network","Fricke, Evan C.; Tewksbury, Joshua J.; Rogers, Haldre S.",2018,"GLOBAL CHANGE BIOLOGY",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Delayed behavioural shifts undermine the sustainability of social - ecological systems","Lafuite, A. -S.; de Mazancourt, C.; Loreau, M.",2017,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Depicting community perspectives: repeat photography and participatory research as tools for assessing environmental services in Sagarmatha National Park, Nepal","Garrard, Rodney; Kohler, Thomas; Wiesmann, Urs; Price, Martin F.; Byers, Alton C.; Sherpa, Ang Rita",2012,"ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Design considerations for community-based stream monitoring to detect changes in Pacific salmon habitats","Lagasse, Cory R.; Ou, Wanli; Honka, Leah D.; Atlas, William I.; Hutton, Claire N.; Kotaska, Jana; Hocking, Morgan D.",2014,"ECOLOGY AND SOCIETY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Design principles for social-ecological transformation toward sustainability: lessons from New Zealand sense of place","Chapin, F. Stuart, III; Mark, Alan F.; Mitchell, Robin A.; Dickinson, Katharine J. M.",2012,"ECOSPHERE",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Detecting hot and cold spots in a seagrass landscape using local indicators of spatial association","Barrell, Jeffrey; Grant, Jon",2013,"LANDSCAPE ECOLOGY",1,"R9",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Detection of the different characteristics of year-to-year variation in foliage phenology among deciduous broad-leaved tree species by using daily continuous canopy surface images","Inoue, Tomoharu; Nagai, Shin; Saitoh, Taku M.; Muraoka, Hiroyuki; Nasahara, Menlo N.; Koizumi, Hiroshi",2014,"ECOLOGICAL INFORMATICS",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"DETERMINATION OF ENVIRONMENTAL PERCEPTIONS AND AWARENESS TOWARDS REDUCING CARBON FOOTPRINT","Akten, M.; Akyol, A.",2018,"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Determining significant damage to groundwater-dependent terrestrial ecosystems in England and Wales for use in implementation of the Water Framework Directive","Whiteman, M.; Brooks, A.; Skinner, A.; Hulme, P.",2010,"ECOLOGICAL ENGINEERING",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Developing spatially explicit footprints of plausible land-use scenarios in the Santa Cruz Watershed, Arizona and Sonora","Norman, Laura M.; Feller, Mark; Villarreal, Miguel L.",2012,"LANDSCAPE AND URBAN PLANNING",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Development practices and ordinances predict inter-city variation in Florida urban tree canopy coverage","Hilbert, Deborah R.; Koeser, Andrew K.; Roman, Lara A.; Hamilton, Keir; Landry, Shawn M.; Hauer, Richard J.; Campanella, Haley; McLean, Drew; Andreu, Michael; Perez, Hector",2019,"LANDSCAPE AND URBAN PLANNING",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Differential effects of habitat isolation and landscape composition on wasps, bees, and their enemies","Schueepp, Christof; Herrmann, John D.; Herzog, Felix; Schmidt-Entling, Martin H.",2011,"OECOLOGIA",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Digestive capacity predicts diet diversity in Neotropical frugivorous bats","Saldana-Vazquez, Romeo A.; Ruiz-Sanchez, Eduardo; Herrera-Alsina, Leonel; Schondube, Jorge E.",2015,"JOURNAL OF ANIMAL ECOLOGY",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Disentangling tree species identity and richness effects on the herb layer: first results from a German tree diversity experiment","Ampoorter, Evy; Baeten, Lander; Vanhellemont, Margot; Bruelheide, Helge; Scherer-Lorenzen, Michael; Baasch, Annett; Erfmeier, Alexandra; Hock, Maria; Verheyen, Kris",2015,"JOURNAL OF VEGETATION SCIENCE",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Distant neighbors: recent wildfire patterns of the Madrean Sky Islands of southwestern United States and northwestern Mexico","Villarreal, Miguel L.; Haire, Sandra L.; Iniguez, Jose M.; Cortes Montano, Citlali; Poitras, Travis B.",2019,"FIRE ECOLOGY",1,"R2",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Disturbance regime changes the trait distribution, phylogenetic structure and community assembly of tropical rain forests","Ding, Yi; Zang, Runguo; Letcher, Susan G.; Liu, Shirong; He, Fangliang",2012,"OIKOS",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Divergent migration within lake sturgeon (Acipenser fulvescens) populations: Multiple distinct patterns exist across an unrestricted migration corridor","Kessel, Steven T.; Hondorp, Darryl W.; Holbrook, Christopher M.; Boase, James C.; Chiotti, Justin A.; Thomas, Michael V.; Wills, Todd C.; Roseman, Edward F.; Drouin, Richard; Krueger, Charles C.",2018,"JOURNAL OF ANIMAL ECOLOGY",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Divergent rates of change between tree cover types in a tropical pastoral region","Tarbox, Bryan C.; Fiestas, Carlita; Caughlin, T. Trevor",2018,"LANDSCAPE ECOLOGY",1,"R2",FALSE,"R2: only looked at tree cover and changes in it over time",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Diverse Characteristics of Wetlands Restored under the Wetlands Reserve Program in the Southeastern United States","De Steven, Diane; Gramling, Joel M.",2012,"WETLANDS",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Diversity of fungus-growing termites (Macrotermes) and their fungal symbionts (Termitomyces) in the semiarid Tsavo Ecosystem, Kenya","Vesala, Risto; Niskanen, Tuula; Liimatainen, Kare; Boga, Hamadi; Pellikka, Petri; Rikkinen, Jouko",2017,"BIOTROPICA",1,"R4",FALSE,"R4: Mentions ""ecosystem service"" in abstract as justification for studying termites. Paper is about genetic diversity and spatial distribution of fungal symbionts in a termite colony.",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Do early warning indicators consistently predict nonlinear change in long-term ecological data?","Burthe, Sarah J.; Henrys, Peter A.; Mackay, Eleanor B.; Spears, Bryan M.; Campbell, Ronald; Carvalho, Laurence; Dudley, Bernard; Gunn, Iain D. M.; Johns, David G.; Maberly, Stephen C.; May, Linda; Newell, Mark A.; Wanless, Sarah; Winfield, Ian J.; Thackeray, Stephen J.; Daunt, Francis",2016,"JOURNAL OF APPLIED ECOLOGY",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Documenting effects of urbanization on flora using herbarium records","Dolan, Rebecca W.; Moore, Marcia E.; Stephens, Jessica D.",2011,"JOURNAL OF ECOLOGY",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Does agroforestry conserve trees? A comparison of tree species diversity between farmland and forest in mid-hills of central Himalaya","Sharma, Lila Nath; Vetaas, Ole Reidar",2015,"BIODIVERSITY AND CONSERVATION",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Does biodiversity protect humans against infectious disease?","Wood, Chelsea L.; Lafferty, Kevin D.; DeLeo, Giulio; Young, Hillary S.; Hudson, Peter J.; Kuris, Armand M.",2014,"ECOLOGY",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Does demolition improve biodiversity? Linking urban green space and socioeconomic characteristics to avian richness in a shrinking city","Walker, Cassondra M.; Flynn, K. Colton; Ovando-Montejo, Gustavo A.; Ellis, Emily A.; Frazier, Amy E.",2017,"URBAN ECOSYSTEMS",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Does Nature Need Cities? Pollinators Reveal a Role for Cities in Wildlife Conservation","Lewis, Abigail Derby; Bouman, Mark J.; Winter, Alexis M.; Hasle, Erika A.; Stotz, Douglas F.; Johnston, Mark K.; Klinger, Karen R.; Rosenthal, Amy; Czarnecki, Craig A.",2019,"FRONTIERS IN ECOLOGY AND EVOLUTION",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Dormancy and Germination Pre-treatments in Willamette Valley Native Plants","Russell, Michael",2011,"NORTHWEST SCIENCE",1,"R13",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Downscaling land-use data to provide global 30 '' estimates of five land-use classes","Hoskins, Andrew J.; Bush, Alex; Gilmore, James; Harwood, Tom; Hudson, Lawrence N.; Ware, Chris; Williams, Kristen J.; Ferrier, Simon",2016,"ECOLOGY AND EVOLUTION",1,"R8",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Drivers of Ecological Restoration: Lessons from a Century of Restoration in Iceland","Aradottir, Asa L.; Petursdottir, Thorunn; Halldorsson, Gudmundur; Svavarsdottir, Kristin; Arnalds, Olafur",2013,"ECOLOGY AND SOCIETY",1,"R5",FALSE,"R5: synthesis of drivers of restoration projects",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Drought alters the functional stability of stream invertebrate communities through time","Leigh, Catherine; Aspin, Thomas W. H.; Matthews, Thomas J.; Rolls, Robert J.; Ledger, Mark E.",2019,"JOURNAL OF BIOGEOGRAPHY",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Early pest development and loss of biological control are associated with urban warming","Meineke, Emily K.; Dunn, Robert R.; Frank, Steven D.",2014,"BIOLOGY LETTERS",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Early-season movement dynamics of phytophagous pest and natural enemies across a native vegetation-crop ecotone","Macfadyen, S.; Hopkinson, J.; Parry, H.; Neave, M. J.; Bianchi, F. J. J. A.; Zalucki, M. P.; Schellhorn, N. A.",2015,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological Benefits of Bushen Xingnao Decoction Combined with Exercise Training in Learning, Memory and Potentiation of Hippocampus in Vascular Dementia Rats","Niu, Lin; Hu, Jiu-Lue; Meng, Ling-jie",2018,"EKOLOJI",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological classification of land and conservation of biodiversity at the national level: The case of Italy","Capotorti, Giulia; Guida, Domenico; Siervo, Vincenzo; Smiraglia, Daniela; Blasi, Carlo",2012,"BIOLOGICAL CONSERVATION",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological engineering for traditional Chinese agriculture-A case study of Beitang","Gao, Jie; Wang, Rusong; Huang, Jinlou",2015,"ECOLOGICAL ENGINEERING",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological indicators for immigrant relocation areas: a case in Luanjingtan, Alxa, Inner Mongolia","Song, Yuqin; Li, Chenchen; Jiang, Lei; Lu, Lei",2015,"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY",1,"R14",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological outcomes of civic and expert-led urban greening projects using indigenous plant species in Cape Town, South Africa","Anderson, P. M. L.; Avlonitis, G.; Ernstson, H.",2014,"LANDSCAPE AND URBAN PLANNING",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological Protection of Anti-aging Pharmacological Action and Purity Identification of Polysaccharides of Radix Polygoni Multiflori Praeparata","Chen, X. Y.; Wang, T.; Qi, Y.; Wang, S. M.; Liang, S. W.",2018,"EKOLOJI",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological Research on the Cognitive and Visual Features of Regional Culture in Landscape Design","Xu, Yanling",2019,"EKOLOJI",1,"R2",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological response to MPA zoning following cessation of bait harvesting in an estuarine tidal flat","Winberg, Pia C.; Davis, Andrew R.",2014,"MARINE ECOLOGY PROGRESS SERIES",1,"R1",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological restoration should be redefined for the twenty-first century","Martin, David M.",2017,"RESTORATION ECOLOGY",1,"R6",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological traits affect the response of tropical forest bird species to land-use intensity","Newbold, Tim; Scharlemann, Joern P. W.; Butchart, Stuart H. M.; Sekercioglu, Cagan H.; Alkemade, Rob; Booth, Hollie; Purves, Drew W.",2013,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",1,"R5",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecological viability assessment: A fuzzy multiple-attribute analysis with respect to three classes of ordering techniques","Nasiri, Fuzhan; Huang, G. H.",2007,"ECOLOGICAL INFORMATICS",1,"R11",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecologies as a complement to ecosystem services? Exploring how landscape planners might advance understanding about human-nature relationships in changing landscapes","Musacchio, Laura R.",2018,"LANDSCAPE ECOLOGY",1,"R12",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecology of urban green spaces: The way forward in answering major research questions","Niemela, Jari",2014,"LANDSCAPE AND URBAN PLANNING",1,"R1",FALSE,"R1: research framework proposal",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecosystem Responses to Climate-Related Changes in a Mediterranean Alpine Environment Over the Last similar to 180Years","Jimenez, Laura; Conde-Porcuna, Jose M.; Garcia-Alix, Antonio; Toney, Jaime L.; Anderson, R. Scott; Heiri, Oliver; Perez-Martinez, Carmen",2019,"ECOSYSTEMS",1,"R2",FALSE,"R2: establishes climatic periods in alpine lake region",NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecosystem services and faith communities in Oceania","Rowland, Philippa",2019,"ECOSYSTEM SERVICES",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecosystem services appreciation of urban lakes in Romania. Synergies and trade-offs between multiple users","Hossu, Constantina Alina; Ioja, Ioan-Cristian; Onose, Diana Andreea; Nita, Mihai Razvan; Popa, Ana-Maria; Talaba, Odelin; Inostroza, Luis",2019,"ECOSYSTEM SERVICES",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
"Ecosystem services as an inclusive social metaphor for the analysis and management of environmental conflicts in Colombia","Rincon-Ruiz, Alexander; Rojas-Padilla, Johnny; Agudelo-Rico, Catherine; Perez-Rincon, Mario; Vieira-Samper, Simon; Rubiano-Paez, Jorge",2019,"ECOSYSTEM SERVICES",1,"R3",FALSE,NA,NA,NA,3,"No EF/ES directly measured","This paper does NOT directly measure/model an EF and/or ES"
