Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,qnum,id,clean_answer,varnum,clean_answer_binned,abbr,Group,clean_group,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12drivers_qa_note
"Urban biodiversity and social inequalities in built-up cities: New evidences, next questions. The example of Paris, France",Cohen,LANDSCAPE AND URBAN PLANNING,2012,CW,FALSE,final,Q12,Q25,Household income,1,Characteristics of human population,OtherDriver,Human,Human,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","Study is on the spatial pattern and clustering of socioeconomic factors and semi-natural spaces. Paper mentions three types of ecosystem functions measured as proxies for ESs (biological traits for ecosystem maintenance -- ""traits"" ends up being richness and diversity; presence of ecosystem engineers and sealing soil for hydro-climate regulation; and use and perception of seminary's-natural public spaces by city dwellers for cultural function). Makes composite ES index ordinal gradient of low to excellent from these three and maps that onto CBG units across Paris. Little numeric quantification of anything, other that vegetation type richness and diversity relationship to household income, which is nonlinear.","service provision by urban greenspace, distribution and variation in space",Infilled ES from Driver where 'Other' specified
"Urban biodiversity and social inequalities in built-up cities: New evidences, next questions. The example of Paris, France",Cohen,LANDSCAPE AND URBAN PLANNING,2012,CW,FALSE,final,Q12,Q25,building density,2,Population growth and density,OtherDriver,Human,Human,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","Study is on the spatial pattern and clustering of socioeconomic factors and semi-natural spaces. Paper mentions three types of ecosystem functions measured as proxies for ESs (biological traits for ecosystem maintenance -- ""traits"" ends up being richness and diversity; presence of ecosystem engineers and sealing soil for hydro-climate regulation; and use and perception of seminary's-natural public spaces by city dwellers for cultural function). Makes composite ES index ordinal gradient of low to excellent from these three and maps that onto CBG units across Paris. Little numeric quantification of anything, other that vegetation type richness and diversity relationship to household income, which is nonlinear.","service provision by urban greenspace, distribution and variation in space",Infilled ES from Driver where 'Other' specified
"Urban biodiversity and social inequalities in built-up cities: New evidences, next questions. The example of Paris, France",Cohen,LANDSCAPE AND URBAN PLANNING,2012,CW,FALSE,final,Q12,Q25,Household income,1,Characteristics of human population,OtherDriver,Human,Human,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Study is on the spatial pattern and clustering of socioeconomic factors and semi-natural spaces. Paper mentions three types of ecosystem functions measured as proxies for ESs (biological traits for ecosystem maintenance -- ""traits"" ends up being richness and diversity; presence of ecosystem engineers and sealing soil for hydro-climate regulation; and use and perception of seminary's-natural public spaces by city dwellers for cultural function). Makes composite ES index ordinal gradient of low to excellent from these three and maps that onto CBG units across Paris. Little numeric quantification of anything, other that vegetation type richness and diversity relationship to household income, which is nonlinear.","service provision by urban greenspace, distribution and variation in space",Infilled ES from Driver where 'Other' specified
"Urban biodiversity and social inequalities in built-up cities: New evidences, next questions. The example of Paris, France",Cohen,LANDSCAPE AND URBAN PLANNING,2012,CW,FALSE,final,Q12,Q25,building density,2,Population growth and density,OtherDriver,Human,Human,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]","Study is on the spatial pattern and clustering of socioeconomic factors and semi-natural spaces. Paper mentions three types of ecosystem functions measured as proxies for ESs (biological traits for ecosystem maintenance -- ""traits"" ends up being richness and diversity; presence of ecosystem engineers and sealing soil for hydro-climate regulation; and use and perception of seminary's-natural public spaces by city dwellers for cultural function). Makes composite ES index ordinal gradient of low to excellent from these three and maps that onto CBG units across Paris. Little numeric quantification of anything, other that vegetation type richness and diversity relationship to household income, which is nonlinear.","service provision by urban greenspace, distribution and variation in space",Infilled ES from Driver where 'Other' specified
Riparian buffer strips: Their role in the conservation of insect pollinators in intensive grassland systems,Cole,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2015,CK/JL,TRUE,final,Q12,Q25.3_2,Management Practices,1,Management/restoration,Driver,Human,Human,Pollination,Pollination and dispersal of seeds or other propagules,"There were positive effects of management (fenced vs non-fenced riparian zones, wide vs narrow buffer riparian zones) on butterfly and bee ESPs; this could not be captured in the ES table because the direction of effect (+ or -) is not clear with categorical explanatory variables.; Comment on Human driver: Management Practices=near or away from non-fenced/narrow-fenced/wide-fenced riparian buffer strips",,
Riparian buffer strips: Their role in the conservation of insect pollinators in intensive grassland systems,Cole,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2015,CK/JL,TRUE,final,Q12,Q26,Area of flowers,2,Pollination,OtherDriver,Biotic,Biotic,Pollination,Pollination and dispersal of seeds or other propagules,"There were positive effects of management (fenced vs non-fenced riparian zones, wide vs narrow buffer riparian zones) on butterfly and bee ESPs; this could not be captured in the ES table because the direction of effect (+ or -) is not clear with categorical explanatory variables.; Comment on Human driver: Management Practices=near or away from non-fenced/narrow-fenced/wide-fenced riparian buffer strips",,For JL review only: Infilled ES from Driver where 'Other' specified
Riparian buffer strips: Their role in the conservation of insect pollinators in intensive grassland systems,Cole,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2015,CK/JL,TRUE,final,Q12,Q26,Floral plant species richness,3,Service provider diversity/richness,OtherDriver,Biotic,Biotic,Pollination,Pollination and dispersal of seeds or other propagules,"There were positive effects of management (fenced vs non-fenced riparian zones, wide vs narrow buffer riparian zones) on butterfly and bee ESPs; this could not be captured in the ES table because the direction of effect (+ or -) is not clear with categorical explanatory variables.; Comment on Human driver: Management Practices=near or away from non-fenced/narrow-fenced/wide-fenced riparian buffer strips",,For JL review only: Infilled ES from Driver where 'Other' specified
Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,Cordingley,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,Q12,Q25.3_4,Management Practices,1,Management/restoration,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,Cordingley,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,Q12,Q25.4_4,Service Provider (Q17),2,Service provider identity,Driver,Biotic,Biotic,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,Cordingley,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,Q12,Q25.3_16,Management Practices,1,Management/restoration,Driver,Human,Human,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,Cordingley,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,Q12,Q25.4_16,Service Provider (Q17),2,Service provider identity,Driver,Biotic,Biotic,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",,,
Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,Cordingley,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,Q12,Q25.3_13,Management Practices,1,Management/restoration,Driver,Human,Human,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,,
Can landscape-scale approaches to conservation management resolve biodiversity-ecosystem service trade-offs?,Cordingley,JOURNAL OF APPLIED ECOLOGY,2016,LB,FALSE,final,Q12,Q25.4_13,Service Provider (Q17),2,Service provider identity,Driver,Biotic,Biotic,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,,
Bat diversity in Carajas National Forest (Eastern Amazon) and potential impacts on ecosystem services under climate change,Costa,BIOLOGICAL CONSERVATION,2018,TK,FALSE,final,Q12,Q25.2_2,Climate,1,Climate,Driver,Environmental,Environmental,Pollination,Pollination and dispersal of seeds or other propagules,,,
Rewiring of experimentally disturbed seed dispersal networks might lead to unexpected network configurations,Costa,BASIC AND APPLIED ECOLOGY,2018,IS,FALSE,final,Q12,Q17,rewiring,1,Network property,OtherDriver,Environmental,Biotic,Pollination,Pollination and dispersal of seeds or other propagules,,,Infilled ES from Driver where 'Other' specified
Rewiring of experimentally disturbed seed dispersal networks might lead to unexpected network configurations,Costa,BASIC AND APPLIED ECOLOGY,2018,IS,FALSE,final,Q12,Q26,loss of seed source species,2,Service provider diversity/richness,OtherDriver,Biotic,Biotic,Pollination,Pollination and dispersal of seeds or other propagules,,,Infilled ES from Driver where 'Other' specified
Assessing bundles of ecosystem services from regional to landscape scale: insights from the French Alps,Crouzat,JOURNAL OF APPLIED ECOLOGY,2015,AIS,FALSE,final,Q12,Q25.3_4,Management Practices,1,Management/restoration,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,Reviewer correction
