Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,Q12_Response,varnum,Q12_Yclass,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12responses_qa_note
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,number of national reserves,1,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,visits to national reserves/parks,2,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,evolution of populations,3,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,generation of scientific knowledge,4,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,human and agricultural water consumption(access),5,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,human disease prevalence(6+types),6,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,people displacement,7,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,total hydropower production,1,ES,Energy,"Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fuelwood]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,fish harvesting,1,ES,Food,Food and feed,"JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,fish aquaculture,2,ES,Food,Food and feed,"JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,water supply for human consumption,1,ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,water supply for industry,2,ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile),Elisa Diaz,ECOSYSTEM SERVICES,2018,JL/TK,TRUE,final,reservoir volume,3,ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]","JL: Note that for the ES/Drivers table - they did compile all of the variables listed, however, relationships with drivers were NOT done on independent variables. Rather, they were lumped into single indices for regulating services, provisioning services, cultural services and biodiversity loss, which is why many of the rows share the same noted responses to drivers.","Paper qualifies for now, but may need to be excluded later if it is determined that they didn't actually model an EF/ES",CTW reviewed inconsistent answers
